model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Phi,0.9,RACE,e-SNLI,0.0,,,,NLI,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RACE,MAWPS,0.0,,,,Mathematical Reasoning,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RACE,RACE,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RACE,RTE,0.0,,,,NLI,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RACE,SVAMP,0.0,,,,Mathematical Reasoning,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RACE,WinoGrande,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,ANLI,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,BoolQ,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,CommonsenseQA,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,e-SNLI,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,MAWPS,0.0,,,,Mathematical Reasoning,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,RACE,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,RTE,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,SVAMP,0.0,,,,Mathematical Reasoning,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RedPajama,WinoGrande,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,RTE,ANLI,0.0,,,,NLI,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,BoolQ,0.0,,,,Question Answering,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,CommonsenseQA,0.0,,,,Question Answering,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,e-SNLI,0.0,,,,NLI,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,MAWPS,0.0,,,,Mathematical Reasoning,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,RACE,0.0,,,,Question Answering,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,RTE,0.0,,,,NLI,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,SVAMP,0.0,,,,Mathematical Reasoning,NLI,acc,0.0,0.0,0.0
Phi,0.9,RTE,WinoGrande,0.0,,,,Question Answering,NLI,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,ANLI,0.0,,,,NLI,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,BoolQ,0.0,,,,Question Answering,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,CommonsenseQA,0.0,,,,Question Answering,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,e-SNLI,0.0,,,,NLI,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,MAWPS,0.0,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,RACE,0.0,,,,Question Answering,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,RTE,0.0,,,,NLI,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,SVAMP,0.0,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,SVAMP,WinoGrande,0.0,,,,Question Answering,Mathematical Reasoning,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,ANLI,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,BoolQ,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,CommonsenseQA,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,e-SNLI,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,MAWPS,0.0,,,,Mathematical Reasoning,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,RACE,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,RTE,0.0,,,,NLI,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,SVAMP,0.0,,,,Mathematical Reasoning,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,Wikitext,WinoGrande,0.0,,,,Question Answering,Language Modeling,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,ANLI,0.0,,,,NLI,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,BoolQ,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,CommonsenseQA,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,e-SNLI,0.0,,,,NLI,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,MAWPS,0.0,,,,Mathematical Reasoning,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,RACE,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,RTE,0.0,,,,NLI,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,SVAMP,0.0,,,,Mathematical Reasoning,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WinoGrande,WinoGrande,0.0,,,,Question Answering,Question Answering,acc,0.0,0.0,0.0
Phi,0.9,WMT14,ANLI,0.0,,,,NLI,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,BoolQ,0.0,,,,Question Answering,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,CommonsenseQA,0.0,,,,Question Answering,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,e-SNLI,0.0,,,,NLI,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,MAWPS,0.0,,,,Mathematical Reasoning,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,RACE,0.0,,,,Question Answering,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,RTE,0.0,,,,NLI,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,SVAMP,0.0,,,,Mathematical Reasoning,Translation,acc,0.0,0.0,0.0
Phi,0.9,WMT14,WinoGrande,0.0,,,,Question Answering,Translation,acc,0.0,0.0,0.0
Phi,0.9,ANLI,IWSLT,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,ANLI,WMT14,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,BoolQ,IWSLT,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,BoolQ,WMT14,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,C4,IWSLT,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,C4,WMT14,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,CommonsenseQA,IWSLT,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,CommonsenseQA,WMT14,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,DS1000,IWSLT,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,DS1000,WMT14,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,e-SNLI,IWSLT,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,e-SNLI,WMT14,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,GSM8K,IWSLT,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,GSM8K,WMT14,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,IWSLT,IWSLT,,0.0,,,Translation,Translation,bleu,0.0,0.0,0.0
Phi,0.9,IWSLT,WMT14,,0.0,,,Translation,Translation,bleu,0.0,0.0,0.0
Phi,0.9,MAWPS,IWSLT,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,MAWPS,WMT14,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,MBPP,IWSLT,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,MBPP,WMT14,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,RefineCode,IWSLT,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,RefineCode,WMT14,,0.0,,,Translation,Coding,bleu,0.0,0.0,0.0
Phi,0.9,OSCAR,IWSLT,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,OSCAR,WMT14,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,Pile,IWSLT,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,Pile,WMT14,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,RACE,IWSLT,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,RACE,WMT14,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,RedPajama,IWSLT,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,RedPajama,WMT14,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,RTE,IWSLT,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,RTE,WMT14,,0.0,,,Translation,NLI,bleu,0.0,0.0,0.0
Phi,0.9,SVAMP,IWSLT,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,SVAMP,WMT14,,0.0,,,Translation,Mathematical Reasoning,bleu,0.0,0.0,0.0
Phi,0.9,Wikitext,IWSLT,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,Wikitext,WMT14,,0.0,,,Translation,Language Modeling,bleu,0.0,0.0,0.0
Phi,0.9,WinoGrande,IWSLT,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,WinoGrande,WMT14,,0.0,,,Translation,Question Answering,bleu,0.0,0.0,0.0
Phi,0.9,WMT14,IWSLT,,0.0,,,Translation,Translation,bleu,0.0,0.0,0.0
Phi,0.9,WMT14,WMT14,,0.0,,,Translation,Translation,bleu,0.0,0.0,0.0
Phi,0.9,ANLI,DS1000,,,,0.5385473966598511,Coding,NLI,f1,0.539,0.6395429998403854,2.268357105124141
Phi,0.9,ANLI,MBPP,,,,0.5713791251182556,Coding,NLI,f1,0.571,0.7202093217179059,2.268357105124141
Phi,0.9,ANLI,RefineCode,,,,0.5817990303039551,Coding,NLI,f1,0.582,0.7450358512946004,2.268357105124141
Phi,0.9,BoolQ,DS1000,,,,0.0367090590298175,Coding,Question Answering,f1,0.037,0.043593232237042014,2.018225039619651
Phi,0.9,BoolQ,MBPP,,,,0.5700442790985107,Coding,Question Answering,f1,0.57,0.7185267811695801,2.018225039619651
Phi,0.9,BoolQ,RefineCode,,,,0.5182512402534485,Coding,Question Answering,f1,0.518,0.6636582975481897,2.018225039619651
Phi,0.9,C4,DS1000,,,,0.5233129858970642,Coding,Language Modeling,f1,0.523,0.6214516288292893,2.456735340729001
Phi,0.9,C4,MBPP,,,,0.557854413986206,Coding,Language Modeling,f1,0.558,0.7031617562703091,2.456735340729001
Phi,0.9,C4,RefineCode,,,,0.573559582233429,Coding,Language Modeling,f1,0.574,0.7344846405024219,2.456735340729001
Phi,0.9,CommonsenseQA,DS1000,,,,0.5315831899642944,Coding,Question Answering,f1,0.532,0.6312727720587481,2.018225039619651
Phi,0.9,CommonsenseQA,MBPP,,,,0.0,Coding,Question Answering,f1,0.0,0.0,2.018225039619651
Phi,0.9,CommonsenseQA,RefineCode,,,,0.0049136895686388,Coding,Question Answering,f1,0.005,0.006292335841219293,2.018225039619651
Phi,0.9,DS1000,DS1000,,,,0.0053543043322861,Coding,Coding,f1,0.005,0.006358415017817703,1.0
Phi,0.9,DS1000,MBPP,,,,0.5305939316749573,Coding,Coding,f1,0.531,0.6688005893812946,1.0
Phi,0.9,DS1000,RefineCode,,,,0.3916079103946686,Coding,Coding,f1,0.392,0.5014823292884545,1.0
Phi,0.9,e-SNLI,DS1000,,,,0.0027357775252312,Coding,NLI,f1,0.003,0.003248827078607814,2.268357105124141
Phi,0.9,e-SNLI,MBPP,,,,0.5328787565231323,Coding,NLI,f1,0.533,0.6716805548574709,2.268357105124141
Phi,0.9,e-SNLI,RefineCode,,,,0.3684716820716858,Coding,NLI,f1,0.368,0.4718547110448244,2.268357105124141
Phi,0.9,GSM8K,DS1000,,,,0.318721055984497,Coding,Mathematical Reasoning,f1,0.319,0.3784918867324212,1.2139461172741681
Phi,0.9,GSM8K,MBPP,,,,0.0,Coding,Mathematical Reasoning,f1,0.0,0.0,1.2139461172741681
Phi,0.9,GSM8K,RefineCode,,,,0.0061474242247641,Coding,Mathematical Reasoning,f1,0.006,0.007872222540785893,1.2139461172741681
Phi,0.9,IWSLT,DS1000,,,,0.5364350080490112,Coding,Translation,f1,0.536,0.6370344678942949,1.8977812995245642
Phi,0.9,IWSLT,MBPP,,,,0.5749157667160034,Coding,Translation,f1,0.575,0.724667171391266,1.8977812995245642
Phi,0.9,IWSLT,RefineCode,,,,0.5887610912322998,Coding,Translation,f1,0.589,0.7539512752130698,1.8977812995245642
Phi,0.9,MAWPS,DS1000,,,,0.5200263857841492,Coding,Mathematical Reasoning,f1,0.52,0.6175486815519914,1.2139461172741681
Phi,0.9,MAWPS,MBPP,,,,0.0449574142694473,Coding,Mathematical Reasoning,f1,0.045,0.05666771398147992,1.2139461172741681
Phi,0.9,MAWPS,RefineCode,,,,0.1498633027076721,Coding,Mathematical Reasoning,f1,0.15,0.1919108274420784,1.2139461172741681
Phi,0.9,MBPP,DS1000,,,,0.0,Coding,Coding,f1,0.0,0.0,1.0
Phi,0.9,MBPP,MBPP,,,,0.5318657159805298,Coding,Coding,f1,0.532,0.6704036421912801,1.0
Phi,0.9,MBPP,RefineCode,,,,0.4302317500114441,Coding,Coding,f1,0.43,0.5509429569799731,1.0
Phi,0.9,RefineCode,DS1000,,,,0.0,Coding,Coding,f1,0.0,0.0,1.0
Phi,0.9,RefineCode,MBPP,,,,0.0029540187679231,Coding,Coding,f1,0.003,0.003723467938643259,1.0
Phi,0.9,RefineCode,RefineCode,,,,0.0,Coding,Coding,f1,0.0,0.0,1.0
Phi,0.9,OSCAR,DS1000,,,,0.5266966223716736,Coding,Language Modeling,f1,0.527,0.625469810023298,2.456735340729001
Phi,0.9,OSCAR,MBPP,,,,0.5572454333305359,Coding,Language Modeling,f1,0.557,0.7023941511449577,2.456735340729001
Phi,0.9,OSCAR,RefineCode,,,,0.5722616910934448,Coding,Language Modeling,f1,0.572,0.7328225967725439,2.456735340729001
Phi,0.9,Pile,DS1000,,,,0.440621554851532,Coding,Language Modeling,f1,0.441,0.5232527958204347,2.456735340729001
Phi,0.9,Pile,MBPP,,,,0.5443167090415955,Coding,Language Modeling,f1,0.544,0.6860978124418445,2.456735340729001
Phi,0.9,Pile,RefineCode,,,,0.5426639914512634,Coding,Language Modeling,f1,0.543,0.6949205959085101,2.456735340729001
Phi,0.9,RACE,DS1000,,,,0.548053503036499,Coding,Question Answering,f1,0.548,0.650831818292818,2.018225039619651
Phi,0.9,RACE,MBPP,,,,0.5799216628074646,Coding,Question Answering,f1,0.58,0.7309769801856902,2.018225039619651
Phi,0.9,RACE,RefineCode,,,,0.5861023664474487,Coding,Question Answering,f1,0.586,0.7505465853111208,2.018225039619651
Phi,0.9,RedPajama,DS1000,,,,0.5345973372459412,Coding,Language Modeling,f1,0.535,0.6348521725097034,2.456735340729001
Phi,0.9,RedPajama,MBPP,,,,0.5715729594230652,Coding,Language Modeling,f1,0.572,0.7204536450875488,2.456735340729001
Phi,0.9,RedPajama,RefineCode,,,,0.5864020586013794,Coding,Language Modeling,f1,0.586,0.7509303628483804,2.456735340729001
Phi,0.9,RTE,DS1000,,,,0.5356470346450806,Coding,NLI,f1,0.536,0.6360987231897994,2.268357105124141
Phi,0.9,RTE,MBPP,,,,0.575868546962738,Coding,NLI,f1,0.576,0.7258681274379276,2.268357105124141
Phi,0.9,RTE,RefineCode,,,,0.5856126546859741,Coding,NLI,f1,0.586,0.7499194738858773,2.268357105124141
Phi,0.9,SVAMP,DS1000,,,,0.1435966342687606,Coding,Mathematical Reasoning,f1,0.144,0.17052579367537082,1.2139461172741681
Phi,0.9,SVAMP,MBPP,,,,0.5408868193626404,Coding,Mathematical Reasoning,f1,0.541,0.6817745209342378,1.2139461172741681
Phi,0.9,SVAMP,RefineCode,,,,0.5730575323104858,Coding,Mathematical Reasoning,f1,0.573,0.7338417291666348,1.2139461172741681
Phi,0.9,Wikitext,DS1000,,,,0.521338701248169,Coding,Language Modeling,f1,0.521,0.6191070999452497,2.456735340729001
Phi,0.9,Wikitext,MBPP,,,,0.275616705417633,Coding,Language Modeling,f1,0.276,0.3474080723930444,2.456735340729001
Phi,0.9,Wikitext,RefineCode,,,,0.4224113821983337,Coding,Language Modeling,f1,0.422,0.5409284088497817,2.456735340729001
Phi,0.9,WinoGrande,DS1000,,,,0.5456617474555969,Coding,Question Answering,f1,0.546,0.6479915287499066,2.018225039619651
Phi,0.9,WinoGrande,MBPP,,,,0.5824658870697021,Coding,Question Answering,f1,0.582,0.7341839122377233,2.018225039619651
Phi,0.9,WinoGrande,RefineCode,,,,0.5896706581115723,Coding,Question Answering,f1,0.59,0.755116041565214,2.018225039619651
Phi,0.9,WMT14,DS1000,,,,0.0,Coding,Translation,f1,0.0,0.0,1.8977812995245642
Phi,0.9,WMT14,MBPP,,,,0.4125617146492004,Coding,Translation,f1,0.413,0.5200238853891995,1.8977812995245642
Phi,0.9,WMT14,RefineCode,,,,0.281654804944992,Coding,Translation,f1,0.282,0.3606794037861775,1.8977812995245642
Mistral,0.1,ANLI,C4,,,15.627347946166992,,Language Modeling,NLI,ppl,15.627,0.991898922415345,1.0005836061180995
Mistral,0.1,ANLI,OSCAR,,,10.84002685546875,,Language Modeling,NLI,ppl,10.84,0.992771712048783,1.0005836061180995
Mistral,0.1,ANLI,Pile,,,6.881276607513428,,Language Modeling,NLI,ppl,6.881,0.9931402930743313,1.0005836061180995
Mistral,0.1,ANLI,RedPajama,,,15.493427276611328,,Language Modeling,NLI,ppl,15.493,0.991027965221793,1.0005836061180995
Mistral,0.1,ANLI,Wikitext,,,9.845148086547852,,Language Modeling,NLI,ppl,9.845,0.986194645826476,1.0005836061180995
Mistral,0.1,BoolQ,C4,,,15.60157585144043,,Language Modeling,Question Answering,ppl,15.602,0.9935374308090534,1.0007595962898999
Mistral,0.1,BoolQ,OSCAR,,,10.824819564819336,,Language Modeling,Question Answering,ppl,10.825,0.9941664113214349,1.0007595962898999
Mistral,0.1,BoolQ,Pile,,,6.87194299697876,,Language Modeling,Question Answering,ppl,6.872,0.9944891961001446,1.0007595962898999
Mistral,0.1,BoolQ,RedPajama,,,15.471635818481444,,Language Modeling,Question Answering,ppl,15.472,0.9924238062733177,1.0007595962898999
Mistral,0.1,BoolQ,Wikitext,,,9.831335067749023,,Language Modeling,Question Answering,ppl,9.831,0.9875802486045555,1.0007595962898999
Mistral,0.1,C4,C4,,,15.631235122680664,,Language Modeling,Language Modeling,ppl,15.631,0.9916522569301874,1.0
Mistral,0.1,C4,OSCAR,,,10.850923538208008,,Language Modeling,Language Modeling,ppl,10.851,0.9917747537400626,1.0
Mistral,0.1,C4,Pile,,,6.884201526641846,,Language Modeling,Language Modeling,ppl,6.884,0.992718333457203,1.0
Mistral,0.1,C4,RedPajama,,,15.5098876953125,,Language Modeling,Language Modeling,ppl,15.51,0.9899762016260417,1.0
Mistral,0.1,C4,Wikitext,,,9.847060203552246,,Language Modeling,Language Modeling,ppl,9.847,0.9860031450624969,1.0
Mistral,0.1,CommonsenseQA,C4,,,15.687969207763672,,Language Modeling,Question Answering,ppl,15.688,0.9880660385502079,1.0007595962898999
Mistral,0.1,CommonsenseQA,OSCAR,,,10.885144233703612,,Language Modeling,Question Answering,ppl,10.885,0.9886568141777295,1.0007595962898999
Mistral,0.1,CommonsenseQA,Pile,,,6.904219627380371,,Language Modeling,Question Answering,ppl,6.904,0.9898400450080177,1.0007595962898999
Mistral,0.1,CommonsenseQA,RedPajama,,,15.564367294311523,,Language Modeling,Question Answering,ppl,15.564,0.9865110105608788,1.0007595962898999
Mistral,0.1,CommonsenseQA,Wikitext,,,9.883630752563477,,Language Modeling,Question Answering,ppl,9.884,0.9823548221693755,1.0007595962898999
Mistral,0.1,DS1000,C4,,,15.623112678527832,,Language Modeling,Coding,ppl,15.623,0.9921678161687133,1.000129437932808
Mistral,0.1,DS1000,OSCAR,,,10.844757080078123,,Language Modeling,Coding,ppl,10.845,0.9923386886855903,1.000129437932808
Mistral,0.1,DS1000,Pile,,,6.883663654327393,,Language Modeling,Coding,ppl,6.884,0.9927959019925687,1.000129437932808
Mistral,0.1,DS1000,RedPajama,,,15.50846004486084,,Language Modeling,Coding,ppl,15.508,0.9900673351084955,1.000129437932808
Mistral,0.1,DS1000,Wikitext,,,9.839966773986816,,Language Modeling,Coding,ppl,9.84,0.9867139344402907,1.000129437932808
Mistral,0.1,e-SNLI,C4,,,15.669134140014648,,Language Modeling,NLI,ppl,15.669,0.9892537423895079,1.0005836061180995
Mistral,0.1,e-SNLI,OSCAR,,,10.86994171142578,,Language Modeling,NLI,ppl,10.87,0.9900395333901858,1.0005836061180995
Mistral,0.1,e-SNLI,Pile,,,6.895885467529297,,Language Modeling,NLI,ppl,6.896,0.9910363359268469,1.0005836061180995
Mistral,0.1,e-SNLI,RedPajama,,,15.548195838928224,,Language Modeling,NLI,ppl,15.548,0.9875370665070275,1.0005836061180995
Mistral,0.1,e-SNLI,Wikitext,,,9.86826992034912,,Language Modeling,NLI,ppl,9.868,0.9838839440641053,1.0005836061180995
Mistral,0.1,GSM8K,C4,,,15.636032104492188,,Language Modeling,Mathematical Reasoning,ppl,15.636,0.9913480277109034,1.0016054845350053
Mistral,0.1,GSM8K,OSCAR,,,10.848917961120604,,Language Modeling,Mathematical Reasoning,ppl,10.849,0.991958097436558,1.0016054845350053
Mistral,0.1,GSM8K,Pile,,,6.886231899261475,,Language Modeling,Mathematical Reasoning,ppl,6.886,0.992425635193081,1.0016054845350053
Mistral,0.1,GSM8K,RedPajama,,,15.510153770446776,,Language Modeling,Mathematical Reasoning,ppl,15.51,0.989959218683469,1.0016054845350053
Mistral,0.1,GSM8K,Wikitext,,,9.843133926391602,,Language Modeling,Mathematical Reasoning,ppl,9.843,0.9863964467952309,1.0016054845350053
Mistral,0.1,IWSLT,C4,,,15.616506576538086,,Language Modeling,Translation,ppl,15.617,0.9925875234670408,0.9991075595159019
Mistral,0.1,IWSLT,OSCAR,,,10.837362289428713,,Language Modeling,Translation,ppl,10.837,0.993015803343213,0.9991075595159019
Mistral,0.1,IWSLT,Pile,,,6.878386497497559,,Language Modeling,Translation,ppl,6.878,0.9935575834823683,0.9991075595159019
Mistral,0.1,IWSLT,RedPajama,,,15.49201202392578,,Language Modeling,Translation,ppl,15.492,0.9911184992974875,0.9991075595159019
Mistral,0.1,IWSLT,Wikitext,,,9.846762657165527,,Language Modeling,Translation,ppl,9.847,0.9860329397963928,0.9991075595159019
Mistral,0.1,MAWPS,C4,,,15.671950340270996,,Language Modeling,Mathematical Reasoning,ppl,15.672,0.9890759765988807,1.0016054845350053
Mistral,0.1,MAWPS,OSCAR,,,10.881418228149414,,Language Modeling,Mathematical Reasoning,ppl,10.881,0.9889953491649514,1.0016054845350053
Mistral,0.1,MAWPS,Pile,,,6.900387763977051,,Language Modeling,Mathematical Reasoning,ppl,6.9,0.9903897143850646,1.0016054845350053
Mistral,0.1,MAWPS,RedPajama,,,15.56383991241455,,Language Modeling,Mathematical Reasoning,ppl,15.564,0.9865444385613633,1.0016054845350053
Mistral,0.1,MAWPS,Wikitext,,,9.878337860107422,,Language Modeling,Mathematical Reasoning,ppl,9.878,0.9828811757423209,1.0016054845350053
Mistral,0.1,MBPP,C4,,,15.633132934570312,,Language Modeling,Coding,ppl,15.633,0.9915318735462889,1.000129437932808
Mistral,0.1,MBPP,OSCAR,,,10.855332374572754,,Language Modeling,Coding,ppl,10.855,0.9913719496204791,1.000129437932808
Mistral,0.1,MBPP,Pile,,,6.890027046203613,,Language Modeling,Coding,ppl,6.89,0.9918789898621635,1.000129437932808
Mistral,0.1,MBPP,RedPajama,,,15.51932430267334,,Language Modeling,Coding,ppl,15.519,0.9893742413519265,1.000129437932808
Mistral,0.1,MBPP,Wikitext,,,9.86073112487793,,Language Modeling,Coding,ppl,9.861,0.9846361499327931,1.000129437932808
Mistral,0.1,RefineCode,C4,,,15.621171951293944,,Language Modeling,Coding,ppl,15.621,0.9922910801022664,1.000129437932808
Mistral,0.1,RefineCode,OSCAR,,,10.845995903015137,,Language Modeling,Coding,ppl,10.846,0.9922253443749505,1.000129437932808
Mistral,0.1,RefineCode,Pile,,,6.8836565017700195,,Language Modeling,Coding,ppl,6.884,0.9927969335707201,1.000129437932808
Mistral,0.1,RefineCode,RedPajama,,,15.50793170928955,,Language Modeling,Coding,ppl,15.508,0.9901010654473257,1.000129437932808
Mistral,0.1,RefineCode,Wikitext,,,9.851841926574709,,Language Modeling,Coding,ppl,9.852,0.9855245752707661,1.000129437932808
Mistral,0.1,OSCAR,C4,,,15.623838424682615,,Language Modeling,Language Modeling,ppl,15.624,0.9921217287759797,1.0
Mistral,0.1,OSCAR,OSCAR,,,10.84530544281006,,Language Modeling,Language Modeling,ppl,10.845,0.9922885138373849,1.0
Mistral,0.1,OSCAR,Pile,,,6.881588459014893,,Language Modeling,Language Modeling,ppl,6.882,0.993095287143883,1.0
Mistral,0.1,OSCAR,RedPajama,,,15.499482154846191,,Language Modeling,Language Modeling,ppl,15.499,0.9906408197935256,1.0
Mistral,0.1,OSCAR,Wikitext,,,9.839604377746582,,Language Modeling,Language Modeling,ppl,9.84,0.9867502754766068,1.0
Mistral,0.1,Pile,C4,,,15.630873680114746,,Language Modeling,Language Modeling,ppl,15.631,0.9916751875317378,1.0
Mistral,0.1,Pile,OSCAR,,,10.847850799560549,,Language Modeling,Language Modeling,ppl,10.848,0.9920556817018958,1.0
Mistral,0.1,Pile,Pile,,,6.8844451904296875,,Language Modeling,Language Modeling,ppl,6.884,0.992683197799543,1.0
Mistral,0.1,Pile,RedPajama,,,15.509617805480955,,Language Modeling,Language Modeling,ppl,15.51,0.9899934286469549,1.0
Mistral,0.1,Pile,Wikitext,,,9.84974193572998,,Language Modeling,Language Modeling,ppl,9.85,0.985734691698062,1.0
Mistral,0.1,RACE,C4,,,15.636616706848145,,Language Modeling,Question Answering,ppl,15.637,0.9913109644251914,1.0007595962898999
Mistral,0.1,RACE,OSCAR,,,10.856114387512209,,Language Modeling,Question Answering,ppl,10.856,0.9913005368051069,1.0007595962898999
Mistral,0.1,RACE,Pile,,,6.8879570960998535,,Language Modeling,Question Answering,ppl,6.888,0.9921770666343235,1.0007595962898999
Mistral,0.1,RACE,RedPajama,,,15.51336669921875,,Language Modeling,Question Answering,ppl,15.513,0.9897541910760864,1.0007595962898999
